Name,Asset Type,Location,Commodity,Operating Company,Status
Roaring Fork No 4 Coal Mine,Coal Mine,United States,Coal,Dickenson-Russell Coal Co LLC,Normal Operation
Otter Creek Coal Deposit,Coal Mine,United States,Coal,Arch Coal Inc,Conceptual project
Bytom Coal Mine,Coal Mine,Poland,Coal,Zaklad Gorniczy Bytom Iii,Temporarily Closed
South Hallsville No 1 (Sabine) Coal Mine,Coal Mine,United States,Coal,Sabine Mining Co,Normal Operation
Eagle No 18 Coal Mine,Coal Mine,United States,Coal,EAGLE COAL CO,Temporarily Closed
Ashton SE Coal Mine,Coal Mine,Australia,Coal,Yancoal Australia Ltd,Normal Operation
Humphreys No 5 Coal Mine,Coal Mine,United States,Coal,Humphreys Enterprises Inc,Normal Operation
Remavtomatika Coal Mine,Coal Mine,Ukraine,Coal,Remavtomatika Llc,Normal Operation
Ondo Extension Coal Mine,Coal Mine,United States,Coal,Amfire Mining Co LLC,Normal Operation
Halemba-Wirek 33 Thermal Coal Mine,Coal Mine,Poland,Coal,Halemba-Wirek Coal Mine,Normal Operation
Gordon Creek Metallurgical,Coal Mine,Canada,Coal,Colonial Coal International Corp,Normal Operation
Clearfield Strips Coal Mine,Coal Mine,United States,Coal,Amfire Mining Co LLC,Normal Operation
Plot Yevtinskiy,Coal Mine,Russia,Coal,Russian Ugol-Kuzbass,Temporarily Closed
Krasnoarmeyskaya-Zapadnaya No2 Coal Mine,Coal Mine,Ukraine,Coal,Pokrovskoye Mining Department,Under Construction
Abris Coal Mine,Coal Mine,Ukraine,Coal,Abris TOV,Normal Operation
Theodore Coal Deposit,Coal Mine,Australia,Coal,Dawson Coal Complex,Feasibility
Maza-Del Coal Mine,Coal Mine,Hungary,Coal,Calamites Kft,"Project, no spec"
Aleksandriiskoye Coal Deposit,Coal Mine,Ukraine,Coal,State of Ukraine,Conceptual project
Lisbon Coal Mine,Coal Mine,United States,Coal,Oxford Mining Co LLC,Normal Operation
Prime No 1 Coal Mine,Coal Mine,United States,Coal,Dana Mining Co Inc,Normal Operation
Lower War Eagle Coal Mine,Coal Mine,United States,Coal,Cliffs Logan County Coal LLC,"Project, no spec"
Isaac Plains Thermal Coal Mine,Coal Mine,Australia,Coal,Isaac Plains Coal Mine,Normal Operation
Oxford Auger No 1 Coal Mine,Coal Mine,United States,Coal,Oxford Mining Co LLC,Normal Operation
Republic Energy Coal Mine,Coal Mine,United States,Coal,Alpha Metallurgical Resources Inc,Normal Operation
Kondapuram Coal Mine,Coal Mine,India,Coal,Singareni Midwestcollieries Co Ltd,Under Construction
Rockhouse No 3 (WV) Coal Mine,Coal Mine,United States,Coal,Rockhouse Creek Development Co,Normal Operation
Kimble No 1 Coal Mine,Coal Mine,United States,Coal,Kimble Clay & Limestone,Normal Operation
CAM No 28 Coal Mine,Coal Mine,United States,Coal,CAM (Central Appalachian Mining) Coal Mines,Normal Operation
Okino-Klyuchevsky open pit coal mine,Coal Mine,Russia,Coal,Okino-Klyuchevsky open pit coal mine,Normal Operation
Karadon Coal Mine,Coal Mine,Turkey,Coal,Turkish Hard Coal Enterprise (Turkiye Taskömürü Kurumu),Normal Operation
Luchegorsky-2 Coal Mine,Coal Mine,Russia,Coal,Luchegorsky Fuel Energy Co Cjsc,Normal Operation
Bent Mountain (Ridgetop) Coal Mine,Coal Mine,United States,Coal,Kentucky Fuel Corp,Normal Operation
Speedway No 1 Coal Mine,Coal Mine,United States,Coal,Sky Haven Coal Inc,Normal Operation
Murloocoppie Coal Deposit,Coal Mine,Australia,Coal,Altona Energy PLC,Prefeasibility
Dimitrov Coal Mine,Coal Mine,Ukraine,Coal,Krasnoarmeyskugol State Enterprise,Normal Operation
Beckley Crystal Coal Mine,Coal Mine,United States,Coal,Arch Resources Inc,Normal Operation
Meteor Downs South Coal Deposit,Coal Mine,Australia,Coal,Endocoal Ltd,Feasibility
Standing Stone Coal Mine,Coal Mine,United States,Coal,Daron Coal Company LLC,Temporarily Closed
Severnoye-Yasinovskoye Mining Department Coal Mine,Coal Mine,Ukraine,Coal,Makeevugol State Enterprise,Normal Operation
Rockhouse No 1 (KY) Coal Mine,Coal Mine,United States,Coal,Sidney Coal Company Inc,Temporarily Closed
Jap Creek Coal Mine,Coal Mine,United States,Coal,New Acton Coal Mining Co Inc,Normal Operation
Severny Inaglinsky open pit coal mine,Coal Mine,Russia,Coal,GOK Inaglinsky,Normal Operation
Wolverine Coal Mines,Coal Mine,Canada,Coal,Western Coal Corp,Care and Maintenance
Glisa South Coal Deposit,Coal Mine,South Africa,Coal,Glisa Coal Mine,Conceptual project
"Komsomolskaya, Lugansk Coal Mine",Coal Mine,Ukraine,Coal,Antratsit State Enterprise,Normal Operation
Calvary No 81 Coal Mine,Coal Mine,United States,Coal,Blue Diamond Coal Co,Normal Operation
Chitra Coal Mine,Coal Mine,India,Coal,Eastern Coalfields Ltd,Normal Operation
Kiselevsky open pit coal mine,Coal Mine,Russia,Coal,Kiselevsky open pit coal mine,Normal Operation
Schleenhain Coal Mine,Coal Mine,Germany,Coal,Mitteldeutsche Braunkohlengesellschaft mbH (MIBRAG),Normal Operation
Eagle Coal Mine,Coal Mine,United States,Coal,Newtown Energy  Inc,Normal Operation
Gudang Hitam Coal Mine,Coal Mine,Indonesia,Coal,Leighton Asia (Southern) Ltd,Conceptual project
Indaram Coal Deposit,Coal Mine,India,Coal,Singareni Midwestcollieries Co Ltd,Conceptual project
Pavlogradskaya (Pavlogradugol) Coal Mine,Coal Mine,Ukraine,Coal,Pavlogradskoye Mining Department,Normal Operation
South Blackall Coal Deposit,Coal Mine,Australia,Coal,International Coal Limited,Conceptual project
Blue Diamond No 74 Coal Mine,Coal Mine,United States,Coal,Blue Diamond Coal Mines,Normal Operation
Classic Coal Mine,Coal Mine,United States,Coal,Knott County Coal Mines,Temporarily Closed
Stashkov (Pavlogradugol) Coal Mine,Coal Mine,Ukraine,Coal,Pavlogradugol Ojsc,Normal Operation
McCoy Elkhorn Coal Mines,Coal Mine,United States,Coal,Mccoy Elkhorn Coal Corp,Temporarily Closed
Hunchun Coal Mines,Coal Mine,China (Mainland),Coal,Hunchun Mining Bureau,Normal Operation
Tamnava West Coal Mine,Coal Mine,Serbia,Coal,Electric Power Industry of Serbia,Normal Operation
Khe Cham 1-3 Coal Mine,Coal Mine,Vietnam,Coal,Campha Coal Corp,Normal Operation
Castle Coal Mine,Coal Mine,United States,Coal,Eik Run Coal Co Inc,Temporarily Closed
Donbass-Vostok Coal Mine,Coal Mine,Ukraine,Coal,Donbass Vostok Llc,Normal Operation
Yevtinsky New open pit coal mine,Coal Mine,Russia,Coal,Yevtinsky New open pit coal mine,Normal Operation
Paskov Coal Mine,Coal Mine,Czech Republic,Coal,Ostravsko Karvinske Doly As,Normal Operation
Mirash Coal Mine,Coal Mine,Serbia,Coal,Korporata Energjetike e Kosoves,Normal Operation
Ed Coal No 1A Surface Mine,Coal Mine,United States,Coal,Ed Coal Inc,Temporarily Closed
Sukunka Coal Deposit,Coal Mine,Canada,Coal,Xstrata Coal British Columbia,Prefeasibility
Cumberland Coal Mine,Coal Mine,United States,Coal,"Cumberland Coal Resources, LP",Normal Operation
Patriot (WV) Mining Inc Coal Mine,Coal Mine,United States,Coal,Patriot Mining Co Inc,Temporarily Closed
Szczyglowice 35 Metallurgical Coal Mine,Coal Mine,Poland,Coal,Szczyglowice Coal Mine,Temporarily Closed
Bloodwood Creek Coal Mine,Coal Mine,Australia,Coal,Carbon Energy Pty Ltd Jv,Normal Operation
Mammoth No 2 Gas Coal Mine,Coal Mine,United States,Coal,Mammoth Coal Co,Temporarily Closed
Batulicin Coal Mine,Coal Mine,Indonesia,Coal,Arutmin Indonesia PT,Normal Operation
Scotts Branch Coal Mine,Coal Mine,United States,Coal,LLC Kentucky LLC,Temporarily Closed
Wara Coal Mine,Coal Mine,Indonesia,Coal,Adaro Indonesia PT,Normal Operation
Novodruzheskaya Coal Mine,Coal Mine,Ukraine,Coal,LYSYCHANS'KVUHILLIA VAT,Normal Operation
Mamahak Coal Mine,Coal Mine,Indonesia,Coal,Kangaroo Resources Ltd,Temporarily Closed
Telkwa Coal Deposit,Coal Mine,Canada,Coal,Allegiance Coal Ltd,Prefeasibility
Novoshakhtinskoye Coal Mine,Coal Mine,Russia,Coal,Novoshakhtinskoye Mining Department Coal Mines,Normal Operation
Small open pits of Neryungri,Coal Mine,Russia,Coal,Small sections of Neryungri,Normal Operation
Kompleks Coal Mine,Coal Mine,Ukraine,Coal,Kompleks OOO,Normal Operation
Dodge Hill No 1 Coal Mine,Coal Mine,United States,Coal,DODGE HILL MINING CO L L C,Normal Operation
Tehresursy Coal Mine,Coal Mine,Ukraine,Coal,Tehresursy LLC,Normal Operation
Harradol Coal Mine,Coal Mine,India,Coal,Western Coalfields Ltd,Under Construction
Greenhills Metallurgical Coal Mine,Coal Mine,Canada,Coal,Greenhills Coal Mine,Normal Operation
Elk Mountain Hwm Coal Mine,Coal Mine,United States,Coal,ICG Addcar Systems LLC,Temporarily Closed
Laurel Creek/Spirit Coal Mine,Coal Mine,United States,Coal,Spartan Mining Co,Temporarily Closed
Jan Sverma Coal Mine,Coal Mine,Czech Republic,Coal,Vrsany Coal Mine,Normal Operation
KTK Sector-I Coal Mine,Coal Mine,India,Coal,Singareni Midwestcollieries Co Ltd,Normal Operation
Tsentralnaya Coal Mine,Coal Mine,Ukraine,Coal,Krasnoarmeyskugol State Enterprise,Normal Operation
Firma Rechnaya Coal Mine,Coal Mine,Ukraine,Coal,Firma Rechnaya LLC,Normal Operation
Tanur Jaya Coal Mine,Coal Mine,Indonesia,Coal,Kangaroo Resources Ltd,Under Construction
Galatia Coal Mine,Coal Mine,United States,Coal,American Coal Company,Normal Operation
Mezhrechenskaya Coal Mine,Coal Mine,Ukraine,Coal,Lvovugol State Enterprise,Normal Operation
Bendyuzhskaya Coal Mine,Coal Mine,Ukraine,Coal,Lvovugol State Enterprise,Temporarily Closed
Perevalsky Trading House Coal Mine,Coal Mine,Ukraine,Coal,Perevalsky Trading House Llc,Normal Operation
Arcadia Coal Deposit,Coal Mine,Australia,Coal,Bandanna Energy Ltd,Feasibility
Coal Mountain Thermal Coal Mine,Coal Mine,Canada,Coal,Coal Mountain Coal Mine,Normal Operation
I-1 Coal Mine,Coal Mine,United States,Coal,Illinois Fuel Co,Temporarily Closed
Leping Coal Mines,Coal Mine,China (Mainland),Coal,Leping Mining Bureau,Normal Operation
Cabin Hollow Coal Mine,Coal Mine,United States,Coal,Bell County Coal Mines,Normal Operation
Harrybrandt Coal Deposit,Coal Mine,Australia,Coal,Yancoal Resources Ltd,Conceptual project
Penn View Coal Mine,Coal Mine,United States,Coal,Penn View Mining Inc,Normal Operation
Kuzembayev Coal Mine,Coal Mine,Kazakhstan,Coal,Karaganda (Mittal) Coal Mines,Normal Operation
Zarechny open pit coal mine,Coal Mine,Russia,Coal,SUEK-Kuzbass,Normal Operation
Savoy Hill,Coal Mine,Australia,Coal,Nucoal Resources Ltd,Conceptual project
Proletarskaya Coal Mine,Coal Mine,Ukraine,Coal,Luganskugol State Holding Co,Temporarily Closed
Nga Hai Coal Mine,Coal Mine,Vietnam,Coal,Campha Coal Corp,Normal Operation
Jerry Fork Eagle Coal Mine,Coal Mine,United States,Coal,Alpha Metallurgical Resources Inc,Normal Operation
Rex No.1 Coal Mine,Coal Mine,United States,Coal,Novadx Ventures Corp,Under Construction
Choctaw Coal Mine,Coal Mine,United States,Coal,Taft Coal Sales & Associates Inc,Normal Operation
Saranskaya Coal Mine,Coal Mine,Kazakhstan,Coal,Karaganda (Mittal) Coal Mines,Normal Operation
Tuncbilek Coal Mine,Coal Mine,Turkey,Coal,Turkish Coal Enterprise (Türkiye Kömür Isletmeleri),Normal Operation
White Buck No 2 Coal Mine,Coal Mine,United States,Coal,White Buck Coal Co,Temporarily Closed
Kunioon Coal Deposit,Coal Mine,Australia,Coal,Tarong Energy Corporation,Conceptual project
Plot Koksovy,Coal Mine,Russia,Coal,Industrial metallurgical holding,Normal Operation
Gauley Eagle Coal Complex,Coal Mine,United States,Coal,Atlantic Development & Coal LLC,Normal Operation
Mindeli Coal Mine,Coal Mine,Georgia,Coal,Saqnakshiri JSC,"Project, no spec"
Makardhokra - I Coal Deposit,Coal Mine,India,Coal,Western Coalfields Ltd,Conceptual project
Aries Coal Deposit,Coal Mine,Indonesia,Coal,Essar Group,Feasibility
Takatokwane South Coal Deposit,Coal Mine,Botswana,Coal,Walkabout Resources Ltd.,Conceptual project
Hernshaw Coal Mine,Coal Mine,United States,Coal,Aracoma Coal Co Inc,Normal Operation
Cullenswood Coal Mine,Coal Mine,Australia,Coal,Cornwall Coal Co NL,Normal Operation
Main Field Coal Mine,Coal Mine,Greece,Coal,Public Power Corp SA,Normal Operation
Flagman Coal Mine,Coal Mine,Ukraine,Coal,Flagman Llc,Normal Operation
Open Pit Mining (OGR),Coal Mine,Russia,Coal,Neryungriugol Management Company,Normal Operation
Artemus Coal Deposit,Coal Mine,United States,Coal,Americas Energy Company,Conceptual project
Mountain Spring No 10-6a Coal Mine,Coal Mine,United States,Coal,Mountain Spring Coal Co,Normal Operation
Krasnodonugol Coal Mines,Coal Mine,Ukraine,Coal,Krasnodonvugillia Coal Mining Company JSC,Normal Operation
Lignit Coal Mine,Coal Mine,Ukraine,Coal,Lignit Llc,Normal Operation
Kapustin Coal Mine,Coal Mine,Ukraine,Coal,LYSYCHANS'KVUHILLIA VAT,Normal Operation
Cottonwood Creek Coal Mine,Coal Mine,United States,Coal,Continental Coal Ltd CCL SA,Normal Operation
Inderi Coal Deposit,Coal Mine,Australia,Coal,Endocoal Ltd,Conceptual project
1st of May Coal Mine,Coal Mine,Ukraine,Coal,1St Of May Mining Department Sojsc,Normal Operation
Doty Creek Coal Mine,Coal Mine,United States,Coal,Nally & Hamilton Enterprises Inc,Normal Operation
Frunze (Rovenkiantracite) Coal Mine,Coal Mine,Ukraine,Coal,Rovenkiantratsit State Enterprise,Normal Operation
Deserado Coal Mine,Coal Mine,United States,Coal,Blue Mountain Energy Inc,Normal Operation
Calvert Coal Mine,Coal Mine,United States,Coal,Walnut Creek Mining Co,Normal Operation
Armutçuk Coal Mine,Coal Mine,Turkey,Coal,Turkish Hard Coal Enterprise (Turkiye Taskömürü Kurumu),Normal Operation
Zarya Coal Mine,Coal Mine,Ukraine,Coal,Snezhnoyeantratsit State Enterprise,Normal Operation
"Dzerzhinsky, Rovenkiantratsit Coal Mine",Coal Mine,Ukraine,Coal,Dzerzhinsky Mining Department SOJSC,Normal Operation
Winchester South Coal Deposit,Coal Mine,Australia,Coal,Whitehaven Coal Ltd,Prefeasibility
Coshocton Coal Mine,Coal Mine,United States,Coal,Oxford Mining Co LLC,Normal Operation
Border Coal Deposit,Coal Mine,Canada,Coal,Goldsource Mines Inc,Conceptual project
NRE Wongawilli Thermal Coal Mine,Coal Mine,Australia,Coal,NRE Wongawilli Coal Mine,Temporarily Closed
Promvostokugol Company Coal Mine,Coal Mine,Ukraine,Coal,Promvostokugol Co,Temporarily Closed
Superior Coal Mine,Coal Mine,United States,Coal,Alex Energy Inc,Normal Operation
Eagle No 1 Coal Mine,Coal Mine,United States,Coal,Peachtree Ridge Mining Co Inc,Normal Operation
Sheeps Fork Coal Mine,Coal Mine,United States,Coal,Road Fork Development Co Inc,Temporarily Closed
Bhavnagar Coal Mine,Coal Mine,India,Coal,Gujarat Mineral Development Corp Ltd,Normal Operation
Zagustaysky open pit coal mine,Coal Mine,Russia,Coal,Zagustaysky open pit coal mine,Normal Operation
Long Branch No 18 Coal Mine,Coal Mine,United States,Coal,Long Branch Energy Corp,Temporarily Closed
Yarrabee Thermal Coal Mine,Coal Mine,Australia,Coal,Yarrabee Coal Mine,Normal Operation
Mintovale Coal Deposit,Coal Mine,Australia,Coal,Cockatoo Coal Ltd,Conceptual project
Thong Hnat Coal Mine,Coal Mine,Vietnam,Coal,Campha Coal Corp,Normal Operation
Saraji East Coal Deposit,Coal Mine,Australia,Coal,BHP Billiton Mitsubishi Alliance,Normal Operation
Glendell Coal Mine Thermal,Coal Mine,Australia,Coal,Glencore PLC,Normal Operation
Heidaigou Coal Mine,Coal Mine,China (Mainland),Coal,Zhungeer State-owned Assets Management Committee Office,Normal Operation
Kara-Suu Coal Mine,Coal Mine,Kyrgyzstan,Coal,Tash Komur State Jsc,Normal Operation
Frasure Creek No 5 Coal Mine,Coal Mine,United States,Coal,Frasure Creek Mining LLC,Normal Operation
Solntsevsky Open Pit Coal Mine,Coal Mine,Russia,Coal,VGK LLC,Normal Operation
Mine 4-21 Coal Mine,Coal Mine,Ukraine,Coal,Mine 4 21 State Enterprise,Temporarily Closed
Cherokee Coal Mine,Coal Mine,United States,Coal,Dickenson-Russell Coal Co LLC,Normal Operation
Bardo No 1 Coal Mine,Coal Mine,United States,Coal,Bardo Mining LLC,Normal Operation
Bee Creek Coal Deposit,Coal Mine,Australia,Coal,BHP Billiton Mitsui Coal Pty Ltd,Conceptual project
Trefi Coal Deposit,Coal Mine,Canada,Coal,Anglo Pacific Group PLC,Conceptual project
PE No 4 Coal Mine,Coal Mine,United States,Coal,Premier Elkhorn Coal Mines,Normal Operation
Mammoth Coal Co Coal Mine,Coal Mine,United States,Coal,Mammoth Coal Co,Temporarily Closed
Candin Coal Mine,Coal Mine,Spain,Coal,Hulleras del Norte SA (Hunosa),Normal Operation
Perevalskaya Coal Mine,Coal Mine,Ukraine,Coal,Perevalskaya Mine State Enterprise,Normal Operation
UK Coal Surface Mines,Coal Mine,United Kingdom,Coal,Harworth Group PLC,Normal Operation
Kriel Coal Mine,Coal Mine,South Africa,Coal,Anglo Inyosi Coal (Pty) Ltd,Normal Operation
Turkey Pen Refuse Coal Mine,Coal Mine,United States,Coal,Clintwood Elkhorn Mining LLC,Normal Operation
Lutugin Coal Mine,Coal Mine,Ukraine,Coal,Torezantratsyt DP,Normal Operation
Tara Coal Mine,Coal Mine,India,Coal,Bengal Emta Coal Mines Ltd,Normal Operation
Broughton Coal Mine,Coal Mine,Australia,Coal,Galilee Energy Ltd,Feasibility
Sloan Mountain Coal Mine,Coal Mine,United States,Coal,M S & R Equipment Co Inc,Normal Operation
Chinook Project,Coal Mine,Canada,Coal,Montem Resources Ltd,Conceptual project
OGR (Open Pit Mining),Coal Mine,Russia,Coal,Coal Mining Company,Normal Operation
Denham Coal Deposit,Coal Mine,Australia,Coal,Peabody Energy Australia Coal Pty Ltd,Prefeasibility
Miller Coal Mine,Coal Mine,United States,Coal,Pbs Coals Corp,Normal Operation
Tugnuysky Open Pit Coal Mine,Coal Mine,Russia,Coal,Suek Buryatiya,Normal Operation
Panther Mine No 4 Coal Mine,Coal Mine,United States,Coal,Bundy Auger Mining Inc,Normal Operation
ICG No 1 (Powell Mountain) Coal Mine,Coal Mine,United States,Coal,International Coal Group Inc,Normal Operation
Prater Branch Coal Mine,Coal Mine,United States,Coal,Frasure Creek Mining LLC,Normal Operation
Troyanovo No 3 Coal Mine,Coal Mine,Bulgaria,Coal,Maritsa-Iztok Mines Inc,Normal Operation
Urdhan Coal Mine,Coal Mine,India,Coal,Western Coalfields Ltd,Under Construction
Yinggangling Coal Mines,Coal Mine,China (Mainland),Coal,Yinggangling Mining Bureau,Normal Operation
Red Fox Thermal Coal Mine,Coal Mine,United States,Coal,Red Fox Coal Mine,Normal Operation
Plot Krutoyarskiy,Coal Mine,Russia,Coal,Western Coal Company,Normal Operation
Karakansky-Yuzhny Open- Pit Coal Mine,Coal Mine,Russia,Coal,Kuzbass Fuel Company OJSC,Normal Operation
Nam Hao Coal Mine,Coal Mine,Vietnam,Coal,Vinacomin - Uong Bi Coal Holding Co Ltd,Normal Operation
Hwange OP Coal Mine,Coal Mine,Zimbabwe,Coal,Hwange Coal Mine,Normal Operation
Toretskaya (Dzerzhinskugol) Coal Mine,Coal Mine,Ukraine,Coal,Dzerzhinskugol Coal Mines,Normal Operation
Pompey No 1 Coal Mine,Coal Mine,United States,Coal,Pompey Coal Corp,Normal Operation
Sosnica-Makoszowy 33 Thermal Coal Mine,Coal Mine,Poland,Coal,Sosnica-Makoszowy Coal Mine,Normal Operation
Paynter Branch Coal Mine,Coal Mine,United States,Coal,Simmons Fork Mining Inc,Temporarily Closed
Lublin Coal Deposit,Coal Mine,Poland,Coal,Prairie Mining Limited,Conceptual project
Olive Downs Metallurgical Coal Mine,Coal Mine,Australia,Coal,Olive Downs Coal Mine,Conceptual project
Kronos Coal Mine,Coal Mine,United States,Coal,Armstrong Energy Inc.,Normal Operation
White Cabin No 7 Coal Mine,Coal Mine,United States,Coal,Martin County Coal Mines,Temporarily Closed
EMS Group( PT Era Mitra Selaras),Coal Mine,Indonesia,Coal,Golden Energy Mines Tbk PT,Normal Operation
Carbon Basin Coal Deposit,Coal Mine,United States,Coal,Medicine Bow Fuel & Power LLC,Conceptual project
Ulan Coal Mine,Coal Mine,Australia,Coal,Glencore PLC,Normal Operation
Wangjialing Coal Mine,Coal Mine,China (Mainland),Coal,Huajin Coking Coal Company,Temporarily Closed
Fleetwood Mine No 1 Coal Mine,Coal Mine,United States,Coal,Black Warrior Minerals Inc,Normal Operation
County Line Coal Mine,Coal Mine,United States,Coal,Hazard Coal Mines,Temporarily Closed
Kolar Pimpri Coal Mine,Coal Mine,India,Coal,Western Coalfields Ltd,Normal Operation
Nui Beo Coal Mine,Coal Mine,Vietnam,Coal,Hongai Coal Corp,Normal Operation
Progress Coal Mine,Coal Mine,Ukraine,Coal,Torezantratsyt DP,Normal Operation
Horse Creek Eagle,Coal Mine,United States,Coal,Alpha Metallurgical Resources Inc,Normal Operation
Lakeview (Mine No 8) Coal Mine,Coal Mine,United States,Coal,Enterprise Mining Company LLC,Temporarily Closed
Juloi Northwest Coal Deposit,Coal Mine,Indonesia,Coal,Maruwai (IndoMet) Coal Complex,Conceptual project
Moatize Thermal Coal Mine,Coal Mine,Mozambique,Coal,Moatize Coal Mine,Under Construction
Hamilton,Coal Mine,United States,Coal,Alliance Resource Partners LP,Normal Operation
