Name,Asset Type,Location,Commodity,Operating Company,Status,Capacity,Region PADD
Marib (Yemen Oil Refining Company),Oil Refinery,Yemen,Oil / Oil Products,Yemen Oil Refining Company,Normal Operation,"9,000.00 Barrels/day",
South Gate Asphalt Refinery (World Oil Corporation),Oil Refinery,California,Oil / Oil Products,World Oil Corporation,Normal Operation,"8,500.00 Barrels/day",West Coast (PADD V)
Smethport Waxes (International Group Incorporated),Oil Refinery,Pennsylvania,Oil / Oil Products,International Group Incorporated,Normal Operation,"8,000.00 Barrels/day",East Coast (PADD I)
Elkhovskoe NPU (Tatneft' PAO),Oil Refinery,Russia,Oil / Oil Products,Tatneft' PAO,Not Applicable,"8,000.00 Barrels/day",
Kargapolskiy zavod nefrasov LLC (Upravlyayushchaya Kompaniya Uralneft OOO),Oil Refinery,Russia,Oil / Oil Products,Upravlyayushchaya Kompaniya Uralneft OOO,Not Applicable,"8,000.00 Barrels/day",
Anzherskaya neftegazovaya kompaniya LLC (Anzherskaya Neftegazovaya Kompaniya OOO),Oil Refinery,Russia,Oil / Oil Products,Anzherskaya Neftegazovaya Kompaniya OOO,Not Applicable,"8,000.00 Barrels/day",
Zalaegerszeg Bitumen Refinery (MOL Nyrt),Oil Refinery,Hungary,Oil / Oil Products,MOL Nyrt,Normal Operation,"8,000.00 Barrels/day",
Vega Ploiesti (KazMunayGas International NV),Oil Refinery,Romania,Oil / Oil Products,KazMunayGas International NV,Normal Operation,"8,000.00 Barrels/day",
Nynas Gothenburg Refinery (Nynas Petroleum AB),Oil Refinery,Sweden,Oil / Oil Products,Nynas Petroleum AB,Normal Operation,"8,000.00 Barrels/day",
Smackover (Cross Oil Refining & Marketing Inc),Oil Refinery,Arkansas,Oil / Oil Products,Cross Oil Refining & Marketing Inc,Normal Operation,"7,700.00 Barrels/day",Gulf Coast (PADD III)
Trzebinia (Orlen Poludnie SA),Oil Refinery,Poland,Oil / Oil Products,Orlen Poludnie SA,Normal Operation,"7,229.00 Barrels/day",
Sergio Soto (CUPET),Oil Refinery,Cuba,Oil / Oil Products,CUPET,Normal Operation,"7,000.00 Barrels/day",
Purneftepererabotka LLC (NK Rosneft' PAO),Oil Refinery,Russia,Oil / Oil Products,NK Rosneft' PAO,Not Applicable,"7,000.00 Barrels/day",
Svetloyarskiy refinery (Ekoton Sp z o o),Oil Refinery,Russia,Oil / Oil Products,Ekoton Sp z o o,Not Applicable,"6,400.00 Barrels/day",
Strezhevskoy Refinery (Strezhevskoy NPZ OOO),Oil Refinery,Siberian Federal District,Oil / Oil Products,Strezhevskoy NPZ OOO,Normal Operation,"6,400.00 Barrels/day",
Kogalymneftegaz Refinery (LUKOIL-Zapadnaya Sibir OOO),Oil Refinery,Urals Federal District,Oil / Oil Products,LUKOIL-Zapadnaya Sibir OOO,Normal Operation,"6,000.00 Barrels/day",
Hairatan Refinery (Amo Hairatan Oil Refinery Company Ltd),Oil Refinery,Afghanistan,Oil / Oil Products,Amo Hairatan Oil Refinery Company Ltd,Not Applicable,"6,000.00 Barrels/day",
Kaspiy-1 CJSC (NK Rosneft' Dagneft' AO),Oil Refinery,Russia,Oil / Oil Products,NK Rosneft' Dagneft' AO,Not Applicable,"6,000.00 Barrels/day",
Chauk (Myanmar Petrochemical Enterprise),Oil Refinery,Myanmar,Oil / Oil Products,Myanmar Petrochemical Enterprise,Normal Operation,"6,000.00 Barrels/day",
Wilmington Refinery (Valero Refining Co),Oil Refinery,California,Oil / Oil Products,Valero Refining Co,Normal Operation,"6,000.00 Barrels/day",West Coast (PADD V)
OOO Trans Tek (TRANS TEK OOO),Oil Refinery,North Caucasian Federal District,Oil / Oil Products,TRANS TEK OOO,Not Applicable,"6,000.00 Barrels/day",
San Roque Refinery (PDVSA Refinacion),Oil Refinery,Venezuela,Oil / Oil Products,PDVSA Refinacion,Normal Operation,"5,600.00 Barrels/day",
Krasnoleninskuy refinery (Rosneft),Oil Refinery,Russia,Oil / Oil Products,Rosneft,Not Applicable,"5,600.00 Barrels/day",
BITUM LLC (Bitum Ltd),Oil Refinery,Russia,Oil / Oil Products,Bitum Ltd,Not Applicable,"5,000.00 Barrels/day",
Eagle Springs (Foreland Refining Corporation),Oil Refinery,Nevada,Oil / Oil Products,Foreland Refining Corporation,Normal Operation,"5,000.00 Barrels/day",West Coast (PADD V)
Itatsky refinery LLC (Itatskiy Neftepererabatyvayushchiy Zavod OOO),Oil Refinery,Russia,Oil / Oil Products,Itatskiy Neftepererabatyvayushchiy Zavod OOO,Not Applicable,"4,800.00 Barrels/day",
"Atmore Refining (Goodway Refining, L.L.C.)",Oil Refinery,Alabama,Oil / Oil Products,"Goodway Refining, L.L.C.",Normal Operation,"4,100.00 Barrels/day",Gulf Coast (PADD III)
VSP Krutogorskiy refinery JSC (VSP Krutogorskiy NPZ AO),Oil Refinery,Russia,Oil / Oil Products,VSP Krutogorskiy NPZ AO,Not Applicable,"4,000.00 Barrels/day",
NVF Grifon CJSC (Nauchno-Vnedrencheskaya Firma Grifon AO),Oil Refinery,Russia,Oil / Oil Products,Nauchno-Vnedrencheskaya Firma Grifon AO,Not Applicable,"4,000.00 Barrels/day",
Dax Oil Refinery (Dax Oil Refino SA),Oil Refinery,Brazil,Oil / Oil Products,Dax Oil Refino SA,Normal Operation,"4,000.00 Barrels/day",
OOO GK Processing Refinery (OOO GK Processing),Oil Refinery,Russia,Oil / Oil Products,OOO GK Processing,Not Applicable,"4,000.00 Barrels/day",
Smolneft LLC (Smolneft' OOO),Oil Refinery,Russia,Oil / Oil Products,Smolneft' OOO,Not Applicable,"3,600.00 Barrels/day",
Pucallpa (Petroperu SA),Oil Refinery,Peru,Oil / Oil Products,Petroperu SA,Mothballed,"3,500.00 Barrels/day",
Evanston (Silver Eagle Refining Incorporated),Oil Refinery,Wyoming,Oil / Oil Products,Silver Eagle Refining Incorporated,Normal Operation,"3,400.00 Barrels/day",Rockies (PADD IV)
Pionernyy Refinery (Tomskneftegazpererabotka OOO),Oil Refinery,Siberian Federal District,Oil / Oil Products,Tomskneftegazpererabotka OOO,Normal Operation,"3,120.00 Barrels/day",
Kutubu Refinery (Santos Limited),Oil Refinery,Wake Island,Oil / Oil Products,Santos Limited,Mothballed,"3,000.00 Barrels/day",
Enar Petroleum (ENAR PETRO TECH),Oil Refinery,Pakistan,Oil / Oil Products,ENAR PETRO TECH,Not Applicable,"3,000.00 Barrels/day",
Carlos Montenegro Sucre (Refisur Sa),Oil Refinery,Bolivia,Oil / Oil Products,Refisur Sa,Not Applicable,"3,000.00 Barrels/day",
Kamenskiy nefteperegonniy zavod JSC (Kamenskiy Nefteperegonnyi Zavod OAO),Oil Refinery,Russia,Oil / Oil Products,Kamenskiy Nefteperegonnyi Zavod OAO,Not Applicable,"3,000.00 Barrels/day",
Tatipaka (Oil and Natural Gas Corporation Limited),Oil Refinery,India,Oil / Oil Products,Oil and Natural Gas Corporation Limited,Normal Operation,"2,990.00 Barrels/day",
Apiay (Ecopetrol),Oil Refinery,Colombia,Oil / Oil Products,Ecopetrol,Normal Operation,"2,500.00 Barrels/day",
PNK Volga-Alyans (Promyshlenno-Neftyanaya Kompaniya Volga-Al'yans OOO),Oil Refinery,Russia,Oil / Oil Products,Promyshlenno-Neftyanaya Kompaniya Volga-Al'yans OOO,Not Applicable,"2,400.00 Barrels/day",
Neftemash Stroy (Neftemash Stroy LLC),Oil Refinery,Russia,Oil / Oil Products,Neftemash Stroy LLC,Not Applicable,"2,400.00 Barrels/day",
ОАО Yakutskaya toplivno-energeticheskaya kompaniya (YATEK OAO),Oil Refinery,Russia,Oil / Oil Products,YATEK OAO,Normal Operation,"2,000.00 Barrels/day",
Belgorodskiy neftepererabatyvayuschiy zavod LLC (Belgorodskiy NPZ OOO),Oil Refinery,Russia,Oil / Oil Products,Belgorodskiy NPZ OOO,Not Applicable,"2,000.00 Barrels/day",
Uralpromsnab LLC (Uralpromsnab OOO),Oil Refinery,Russia,Oil / Oil Products,Uralpromsnab OOO,Not Applicable,"2,000.00 Barrels/day",
Vareganneft JSC (Vareganneftegaz PAO),Oil Refinery,Russia,Oil / Oil Products,Vareganneftegaz PAO,Not Applicable,"2,000.00 Barrels/day",
Pavlodar (Eurasian Oil LLP),Oil Refinery,Kazakhstan,Oil / Oil Products,Eurasian Oil LLP,On Hold,"2,000.00 Barrels/day",
Uraineftegaz Refinery (LUKOIL-Zapadnaya Sibir OOO),Oil Refinery,Urals Federal District,Oil / Oil Products,LUKOIL-Zapadnaya Sibir OOO,Normal Operation,"2,000.00 Barrels/day",
NS-Oil LLC (Prominvest PAO),Oil Refinery,Russia,Oil / Oil Products,Prominvest PAO,Not Applicable,"2,000.00 Barrels/day",
Dzotov F.T. (private entrepreneur) (Dzotov F.T. (private entrepreneur)),Oil Refinery,Russia,Oil / Oil Products,Dzotov F.T. (private entrepreneur),Not Applicable,"2,000.00 Barrels/day",
Kambit NK LLC (Kambit NK OOO),Oil Refinery,Russia,Oil / Oil Products,Kambit NK OOO,Not Applicable,"2,000.00 Barrels/day",
Al Wind Refinery (Midland Refineries Company),Oil Refinery,Iraq,Oil / Oil Products,Midland Refineries Company,Mothballed,"2,000.00 Barrels/day",
Karns City (Calumet Penreco LLC),Oil Refinery,Pennsylvania,Oil / Oil Products,Calumet Penreco LLC,Normal Operation,"2,000.00 Barrels/day",East Coast (PADD I)
TK Rosinvest LLC (TK Rosinvest LLC),Oil Refinery,Russia,Oil / Oil Products,TK Rosinvest LLC,Not Applicable,"2,000.00 Barrels/day",
Proizvodstvennaya kompaniya DITEKO JSC (Proizvodstvennaia Kompaniia Diteko AO),Oil Refinery,Russia,Oil / Oil Products,Proizvodstvennaia Kompaniia Diteko AO,Not Applicable,"2,000.00 Barrels/day",
Kawagoe Refinery,Oil Refinery,Japan,Oil / Oil Products,,Not Applicable,"2,000.00 Barrels/day",
Tibu (Ecopetrol SA),Oil Refinery,Colombia,Oil / Oil Products,Ecopetrol SA,Not Applicable,"1,800.00 Barrels/day",
Safonovo refinery LLC (Safonovskiy Neftepererabatyvayushchiy Zavod OOO),Oil Refinery,Russia,Oil / Oil Products,Safonovskiy Neftepererabatyvayushchiy Zavod OOO,Not Applicable,"1,600.00 Barrels/day",
Promyshlennaya korporatsiya LLC (Promyshlennaya korporatsiya LLC),Oil Refinery,Russia,Oil / Oil Products,Promyshlennaya korporatsiya LLC,Not Applicable,"1,600.00 Barrels/day",
Aleksandrovskiy refinery LLC (Aleksandrovskiy NPZ OOO),Oil Refinery,Russia,Oil / Oil Products,Aleksandrovskiy NPZ OOO,Not Applicable,"1,400.00 Barrels/day",
Eromanga (IOR Petroleum Pty Limited),Oil Refinery,Australia,Oil / Oil Products,IOR Petroleum Pty Limited,Normal Operation,"1,250.00 Barrels/day",
Neftebitum-KNGK LLC (Neftebitum OOO),Oil Refinery,Russia,Oil / Oil Products,Neftebitum OOO,Not Applicable,"1,200.00 Barrels/day",
NKTSES I K CJSC (NKTSES I K ZAO),Oil Refinery,Russia,Oil / Oil Products,NKTSES I K ZAO,Not Applicable,"1,200.00 Barrels/day",
NP Nafta LLC (Npo Kataliz OOO),Oil Refinery,Russia,Oil / Oil Products,Npo Kataliz OOO,Not Applicable,"1,200.00 Barrels/day",
Karabashskaya UKPN (Tatneft' PAO),Oil Refinery,Russia,Oil / Oil Products,Tatneft' PAO,Not Applicable,"1,200.00 Barrels/day",
NK Rosneft-Kabardino-Balkarskaya toplivnaya kompaniya OJSC (Rosneft),Oil Refinery,Russia,Oil / Oil Products,Rosneft,Not Applicable,"1,000.00 Barrels/day",
Sibirsky barrel LLC (Sibirsky barrel LLC),Oil Refinery,Russia,Oil / Oil Products,Sibirsky barrel LLC,Not Applicable,800.00 Barrels/day,
Sibaysky bitumny tsekh (Bitumoil OOO),Oil Refinery,Russia,Oil / Oil Products,Bitumoil OOO,Not Applicable,800.00 Barrels/day,
Obosoblennoe podrazdelenie Piter-Neftegaz LLC (Piter-Neftegaz LLC),Oil Refinery,Russia,Oil / Oil Products,Piter-Neftegaz LLC,Not Applicable,800.00 Barrels/day,
GK Bogandinskiy neftepererabatyvayuschiy zavod (Bogandinskiy NPZ OOO),Oil Refinery,Russia,Oil / Oil Products,Bogandinskiy NPZ OOO,Not Applicable,720.00 Barrels/day,
Taymura LLC (Taymura LLC),Oil Refinery,Russia,Oil / Oil Products,Taymura LLC,Not Applicable,600.00 Barrels/day,
Pervy zavod JSC (Pervy zavod JSC),Oil Refinery,Russia,Oil / Oil Products,Pervy zavod JSC,Not Applicable,540.00 Barrels/day,
NordVestTerminal LLC (Nordvestterminal OOO),Oil Refinery,Russia,Oil / Oil Products,Nordvestterminal OOO,Not Applicable,500.00 Barrels/day,
Bologoenefteprodukt LLC (Bologoenefteprodukt LLC),Oil Refinery,Russia,Oil / Oil Products,Bologoenefteprodukt LLC,Not Applicable,500.00 Barrels/day,
Nazievskaya toplivnaya kompaniya CJSC (Naziyevskaya Toplivnaya Kompaniya AO),Oil Refinery,Russia,Oil / Oil Products,Naziyevskaya Toplivnaya Kompaniya AO,Not Applicable,400.00 Barrels/day,
Vankorneft CJSC (NK Rosneft' PAO),Oil Refinery,Russia,Oil / Oil Products,NK Rosneft' PAO,Not Applicable,400.00 Barrels/day,
Severtransservis JSC (Severtransservis JSC),Oil Refinery,Russia,Oil / Oil Products,Severtransservis JSC,Not Applicable,400.00 Barrels/day,
Asekeevskaya neftyanaya kompaniya LLC (Asekeevskaia Neftianaia Kompaniia OOO),Oil Refinery,Russia,Oil / Oil Products,Asekeevskaia Neftianaia Kompaniia OOO,Not Applicable,300.00 Barrels/day,
Energostroysnabekspertiza LLC (Kemerovskiy mini-refinery (Energostroysnabekspertiza OOO),Oil Refinery,Russia,Oil / Oil Products,Energostroysnabekspertiza OOO,Not Applicable,300.00 Barrels/day,
Turney LLC (Turney LLC),Oil Refinery,Russia,Oil / Oil Products,Turney LLC,Not Applicable,300.00 Barrels/day,
NPZ Krasnoyarsk Refinery (OOO NPZ Krasnoyarsk),Oil Refinery,Russia,Oil / Oil Products,OOO NPZ Krasnoyarsk,Not Applicable,251.00 Barrels/day,
NK YangpurJSC (NK Yangpur OAO),Oil Refinery,Russia,Oil / Oil Products,NK Yangpur OAO,Not Applicable,200.00 Barrels/day,
Bacabeira Premium I Refinery (Petroleo Brasileiro SA Petrobras),Oil Refinery,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Cancelled,,
Gamasa (Egyptian General Petroleum Corporation),Oil Refinery,Egypt,Oil / Oil Products,Egyptian General Petroleum Corporation,Cancelled,,
Portugal Refinery (Specialty Minerals Portugal Especialidades Minerais SA),Oil Refinery,Portugal,Oil / Oil Products,Specialty Minerals Portugal Especialidades Minerais SA,Not Applicable,,
Lezno (Novgorod Region Government),Oil Refinery,Russia,Oil / Oil Products,Novgorod Region Government,On Hold,"70,000.00 Tonnes",
Barra dos Coqueiros Refinery (Sergipe) (Noxis Energy),Oil Refinery,Sergipe,Oil / Oil Products,Noxis Energy,Planned,,
Weihai (China National Petroleum Corporation),Oil Refinery,China (Mainland),Oil / Oil Products,China National Petroleum Corporation,On Hold,,
Hai Phong Refinery (Hapaco Group Joint Stock Company),Oil Refinery,Vietnam,Oil / Oil Products,Hapaco Group Joint Stock Company,Cancelled,,
Mazandaran (Mazandaran Oil Refinery Company),Oil Refinery,Iran,Oil / Oil Products,Mazandaran Oil Refinery Company,On Hold,"120,000.00 Tonnes",
Manzanillo Refinery (Refineria Dominicana de Petroleo Refidomsa PDV SA),Oil Refinery,Dominican Republic,Oil / Oil Products,Refineria Dominicana de Petroleo Refidomsa PDV SA,Cancelled,,
Mangapwani Refinery (Salama Petrochemical & Oil Co.),Oil Refinery,Tanzania,Oil / Oil Products,Salama Petrochemical & Oil Co.,Planned,"4,400.00 Tonnes",
Onna Refinery (Ikwe-Onna Refinery Ltd),Oil Refinery,Nigeria,Oil / Oil Products,Ikwe-Onna Refinery Ltd,Planned,,
Cabinda Refinery (Sonaref),Oil Refinery,Angola,Oil / Oil Products,Sonaref,Under Construction,"60,000.00 Tonnes",
Krong Preah Refinery (Cambodian Petrochemical Company Limited),Oil Refinery,Cambodia,Oil / Oil Products,Cambodian Petrochemical Company Limited,On Hold,,
Kampala Crude Oil Refinery (Tullow Oil plc),Oil Refinery,Uganda,Oil / Oil Products,Tullow Oil plc,On Hold,,
Suez Refinery (ECHEM) (Egyptian Petrochemicals Holding Company),Oil Refinery,Egypt,Oil / Oil Products,Egyptian Petrochemicals Holding Company,Cancelled,,
Nanjing Refinery (TBC 3002344) (Sinopec Zhongyuan Petrochemical Corp Ltd),Oil Refinery,China (Mainland),Oil / Oil Products,Sinopec Zhongyuan Petrochemical Corp Ltd,Not Applicable,,
Paldiski (Corporation Donbasmontazhspetsstroy JSC),Oil Refinery,Estonia,Oil / Oil Products,Corporation Donbasmontazhspetsstroy JSC,Cancelled,"60,000.00 Tonnes",
Sohar Heavy Crude Oil Refinery (Mashael Group),Oil Refinery,Oman,Oil / Oil Products,Mashael Group,Cancelled,,
Manjung (Malaysia Oil Refinery Sendirian Berhad),Oil Refinery,Malaysia,Oil / Oil Products,Malaysia Oil Refinery Sendirian Berhad,Cancelled,,
Kedah (SKS Development Sendirian Berhad),Oil Refinery,Malaysia,Oil / Oil Products,SKS Development Sendirian Berhad,Cancelled,,
Tuban Refinery (PT Pertamina Rosneft Pengolahan dan Petrokimia),Oil Refinery,Indonesia,Oil / Oil Products,PT Pertamina Rosneft Pengolahan dan Petrokimia,Planned,"300,000.00 Tonnes",
Portland Asphalt Terminal (Zenith Energy Terminals Holdings LLC),Oil Refinery,Oregon,Oil / Oil Products,Zenith Energy Terminals Holdings LLC,Normal Operation,"10,000.00 Tonnes",West Coast (PADD V)
Fujairah Bitumen Refinery (Gulf Petrochem FZC),Oil Refinery,Fujairah,Oil / Oil Products,Gulf Petrochem FZC,On Hold,,
Richards Bay Refinery (CEF Group),Oil Refinery,KwaZulu-Natal,Oil / Oil Products,CEF Group,Planned,,
Maysan Refinery - Two (Missan International Refinery Company),Oil Refinery,Iraq,Oil / Oil Products,Missan International Refinery Company,On Hold,"150,000.00 Tonnes",
Temryuk Refinery (Maktren-Nafta OOO),Oil Refinery,Southern Federal District,Oil / Oil Products,Maktren-Nafta OOO,Cancelled,,
Bicol Refinery (Petron Corp),Oil Refinery,Philippines,Oil / Oil Products,Petron Corp,Cancelled,,
Slovnaft Refinery (Slovnaft as),Oil Refinery,Slovakia,Oil / Oil Products,Slovnaft as,Cancelled,,
Duchesne Refinery (Uintah Advantage LLC),Oil Refinery,Utah,Oil / Oil Products,Uintah Advantage LLC,Planned,,Rockies (PADD IV)
Severomorsk (Murmansk) Refinery (Ministerstvo Energetiki I Zhilishchno-Kommunal'nogo Khozyaystva Murmanskoy Oblasti),Oil Refinery,Russia,Oil / Oil Products,Ministerstvo Energetiki I Zhilishchno-Kommunal'nogo Khozyaystva Murmanskoy Oblasti,Planned,,
Ceyhan (Turcas Petrol A S),Oil Refinery,Turkey,Oil / Oil Products,Turcas Petrol A S,Cancelled,,
Minot (MDU Resources Group Incorporated),Oil Refinery,North Dakota,Oil / Oil Products,MDU Resources Group Incorporated,Cancelled,"20,000.00 Tonnes",Midwest (PADD II)
Neklinovsknefteprodukt JSC (Neklinovsknefteprodukt OAO),Oil Refinery,Russia,Oil / Oil Products,Neklinovsknefteprodukt OAO,Not Applicable,,
Port Sudan (Ministry of Energy and Mining),Oil Refinery,Sudan,Oil / Oil Products,Ministry of Energy and Mining,Planned,,
Davis Refinery (Meridian Energy Group Inc),Oil Refinery,United States,Oil / Oil Products,Meridian Energy Group Inc,Planned,,
Shahriar Tabriz (National Iranian Oil Refining And Distribution),Oil Refinery,Iran,Oil / Oil Products,National Iranian Oil Refining And Distribution,On Hold,"150,000.00 Tonnes",
Visakh Refinery,Oil Refinery,India,Oil / Oil Products,,Not Applicable,,
Dubai Refinery (Florexx International Investments LLC),Oil Refinery,Dubai,Oil / Oil Products,Florexx International Investments LLC,On Hold,,
Indramayu Refinery (PT Pertamina Persero),Oil Refinery,Indonesia,Oil / Oil Products,PT Pertamina Persero,Cancelled,,
Port Qasim Refinery (Trans-Asia Refinery Limited),Oil Refinery,Pakistan,Oil / Oil Products,Trans-Asia Refinery Limited,Planned,"100,000.00 Tonnes",
Bontang Refinery - II (PT Pertamina Persero),Oil Refinery,Indonesia,Oil / Oil Products,PT Pertamina Persero,Cancelled,,
Abidjan (Cote d'Ivoire Peace Refinery Limited),Oil Refinery,Ivory Coast,Oil / Oil Products,Cote d'Ivoire Peace Refinery Limited,On Hold,,
Amur (Amurskaya Energeticheskaya Kompanya LLC),Oil Refinery,Far Eastern Federal District,Oil / Oil Products,Amurskaya Energeticheskaya Kompanya LLC,Cancelled,"130,000.00 Tonnes",
"Tsekh po podgotovke nefti, gaza i vody ¹2 RN-Krasnodarneftegaz LLC (RN-Krasnodarneftegaz OOO)",Oil Refinery,Russia,Oil / Oil Products,RN-Krasnodarneftegaz OOO,Not Applicable,,
Groznyy (Grozneftegaz JSC),Oil Refinery,Russia,Oil / Oil Products,Grozneftegaz JSC,Cancelled,"70,000.00 Tonnes",
Duqm (OQ8),Oil Refinery,Oman,Oil / Oil Products,OQ8,Normal Operation,,
Araromi (Frontera Petroleum Resources),Oil Refinery,Nigeria,Oil / Oil Products,Frontera Petroleum Resources,Cancelled,,
Baker (Quantum Energy Inc.),Oil Refinery,Montana,Oil / Oil Products,Quantum Energy Inc.,Cancelled,"20,000.00 Tonnes",Rockies (PADD IV)
Dutse Refinery (Highland Refinery and Petrochemical Co. Ltd),Oil Refinery,Nigeria,Oil / Oil Products,Highland Refinery and Petrochemical Co. Ltd,Planned,,
