Name,Asset Type,Location,Commodity,Operating Company,Status,Capacity (Barrels),Region PADD,Primary Shareholders
Panipat (Indian Oil Corporation Limited) - Power 06 CT/HRSG,Power Generator,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,--,,Indian Oil Corp
Corpus Christi Refinery - West (Flint Hills Resources LLC) - SRU 2,Sulfur Plant,Texas,Oil / Oil Products,Flint Hills Resources LP,Unknown,--,,Flint Hills Resources
Meraux (Valero Refining Company) - Gas Con 1,Gas Processing / Treating Unit,Louisiana,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Chiba (Cosmo Oil Co Ltd) - Residual Hydrotreater 10 (10DDS),Hydrotreater Unit,Japan,Oil / Oil Products,Cosmo Oil Co Ltd,Unknown,--,,Cosmo Oil
Edmonton Refinery (Suncor Energy Inc) - FCCU,Catalytic Cracker Unit,Canada,Oil / Oil Products,Suncor Energy Inc,Unknown,--,,Suncor Energy Inc
McKee Refinery (Valero Refining Company) - Diesel Hydrotreater HDS (ULSD),Hydrotreater Unit,Texas,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Seosan Daesan Refinery (Hyundai Oilbank Company Limited) - CDU (Crude Distillation Unit) 2,Distillation Unit,South Korea,Oil / Oil Products,Hyundai Oilbank Co Ltd,Unknown,--,,Hyundai Oil
Chiba (Idemitsu Kosan Company Limited) - CDU,Distillation Unit,Japan,Oil / Oil Products,Idemitsu Kosan Company Limited,Unknown,--,,Idemitsu Kosan Co
Casper Refinery (HF Sinclair Corporation) - Water Treaters,Water Treatment Unit,Wyoming,Oil / Oil Products,Sinclair Oil Corp,Unknown,--,,Sinclair Oil Corp
Salt Lake City (Marathon Petroleum Corporation) - WWTP,Water Treatment Unit,Utah,Oil / Oil Products,Tesoro,Unknown,--,,Tesoro Corp
Mandan (Marathon Petroleum Corporation) - SRU,Sulfur Plant,North Dakota,Oil / Oil Products,Marathon Petroleum Corp,Unknown,--,,Andeavor
Refineria Ingeniero Hector R Lara Sosa (Cadereyta) (Pemex Transformacion Industrial) - HF Alkylation 2,Alkylate Plant,Mexico,Oil / Oil Products,Petroleos Mexicanos,Unknown,--,,Pemex
Puertollano (Repsol Petroleo SA) - Reformer 1 (620),Reformer Unit,Spain,Oil / Oil Products,Repsol Petroleo SA,Unknown,--,,Repsol
Qingdao Refinery (Sinopec Qingdao Refining & Chemical Co Ltd) - Gasoline Desulfurizer,Hydrotreater Unit,China (Mainland),Oil / Oil Products,Sinopec Qingdao Refining & Chemical Co,Unknown,--,,
Refineria Lazaro Cardenas (Minatitlan) (Pemex Transformacion Industrial) - SRU (AZ-1),Sulfur Plant,Mexico,Oil / Oil Products,Petroleos Mexicanos,Unknown,--,,Pemex
Port Allen (Placid Refining Company LLC) - FCCU,Catalytic Cracker Unit,Louisiana,Oil / Oil Products,Placid Refining Company LLC,Unknown,--,,Placid Refining Company LLC
Saint Paul Park Refinery (Marathon Petroleum Corp) - Kerosene Hydrotreater,Hydrotreater Unit,Minnesota,Oil / Oil Products,Marathon Petroleum Corp,Unknown,--,,Marathon Petroleum Corp
El Segundo (Chevron Corporation) - Diesel (ULSD) Hydrotreater (Co-Produces Renewable),Hydrotreater Unit,California,Oil / Oil Products,Chevron Corporation,Unknown,--,,Chevron Corp
REVAP Refinery (Petroleo Brasileiro SA Petrobras) - Hydrotreater Kerosene 1,Hydrotreater Unit,Brazil,Oil / Oil Products,Petrobras,Unknown,--,,Petrobras
Port Dickson (Petron Malaysia Refining & Marketing Berhad) - SR (Straight-Run) Hydrotreater,Hydrotreater Unit,Malaysia,Oil / Oil Products,Petron Malaysia Refining & Marketing Berhad,Unknown,--,,Exxon Mobil Corp
Bakersfield (Kern Oil & Refining Company) - Unit 01 CT/HRSG,Power Generator,California,Oil / Oil Products,Kern Oil & Refining Co,Unknown,--,,Kern Oil & Refining
Dalian (PetroChina Dalian Petrochemical Company Limited) - CDU 2,Distillation Unit,China (Mainland),Oil / Oil Products,PetroChina Dalian Petrochemical Company Limited,Unknown,--,,PetroChina
Seosan Daesan Refinery (Hyundai Oilbank Company Limited) - Daesan 05,Power Generator,South Korea,Oil / Oil Products,Hyundai Oilbank Co Ltd,Unknown,--,,Hyundai Oil
Houston (Valero Refining Company) - Blending,Unclassified Unit,Texas,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Negishi (ENEOS Corporation) - Sulfolane,Gasoline Additive Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
Yanbu (Saudi Arabian Oil Company) - SRU 2,Sulfur Plant,Saudi Arabia,Oil / Oil Products,SAUDI ARAMCO OIL REFINING,Unknown,--,,Saudi Aramco
Mizushima Refinery (A and B Plant) (Eneos Corp) - Kerosene & Gasoil Hydrotreater 2 (Plant B),Hydrotreater Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
La Rabida Refinery (Cepsa SA) - La Rabida I CT/HRSG,Power Generator,Spain,Oil / Oil Products,Cepsa SA,Unknown,--,,Cepsa
Corpus Christi Refinery - West (Flint Hills Resources LLC) - Chillers,Unclassified Unit,Texas,Oil / Oil Products,Flint Hills Resources LP,Unknown,--,,Flint Hills Resources
Convent (Shell Oil Products US) - Underground Storage,Tank Farm,Louisiana,Oil / Oil Products,Motiva Enterprises LLC,Unknown,--,,Motiva Enterprises LLC
Cangzhou (Sinopec Corp Qingdao Br China) - Reformer 1,Reformer Unit,China (Mainland),Oil / Oil Products,Sinopec Corp Qingdao Br China,Unknown,--,,China Petroleum & Chemical Corporation
Jurong Island Refinery (Singapore Refining Company Pte Ltd) - Alkylation Unit,Alkylate Plant,Singapore,Oil / Oil Products,Singapore Refining Company Pte Ltd,Unknown,--,,Spc
Pernis (Shell Nederland Raffinaderij B V) - HT (Light Naphtha),Hydrotreater Unit,Netherlands,Oil / Oil Products,Shell Nederland Raffinaderij B V,Unknown,--,,Shell
Robinson (Marathon Petroleum Corporation) - Coker Naphtha Splitter,Petrochemical Plant,Illinois,Oil / Oil Products,Marathon Petroleum Corp,Unknown,--,,Marathon Petroleum Corp
Whitegate (Irving Oil Limited) - Diesel Hydrotreater 900 (Renewable diesel),Hydrotreater Unit,Ireland,Oil / Oil Products,Irving Oil Limited,Unknown,--,,Conoco
Port Arthur (Valero Refining Company-California) - Gas Oils Gulfiner 244,Hydrotreater Unit,Texas,Oil / Oil Products,Valero Refining Company-California,Unknown,--,,Valero Energy Corp
Sines (Galp Energia SGPS SA) - ST 03,Power Generator,Portugal,Oil / Oil Products,Galp Energia SGPS SA,Unknown,--,,Petroleos de Portugal Petrogal SA
Mizushima Refinery (A and B Plant) (Eneos Corp) - CDU 3 (Plant A),Distillation Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
Cherry Point (BP Products North America Inc) - BenSat,Unclassified Unit,Washington,Oil / Oil Products,BP PLC,Unknown,--,,BP PLC
Tulsa West (HF Sinclair Corp) - Rail Car Loading,Loading Facility,Oklahoma,Oil / Oil Products,HollyFrontier Corp,Unknown,--,,HollyFrontier Corp
RPBC (Petroleo Brasileiro SA Petrobras) - Delayed Coker 1 (UCP-1) (U-34),Coker Unit,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,--,,RPBC
Riyadh (Saudi Arabian Oil Co) - Riyadh 02 CT/HRSG,Power Generator,Saudi Arabia,Oil / Oil Products,Saudi Arabian Oil Co,Unknown,--,,Saudi Aramco
Norco (Shell Oil Products US) - Gasoline Desulfurizer (RGHT),Hydrotreater Unit,Louisiana,Oil / Oil Products,Shell Oil Products US,Unknown,--,,Royal Dutch Shell Plc
Nanjing Refinery (TBC 3002344) (Sinopec Zhongyuan Petrochemical Corp Ltd) - CCR 2,Reformer Unit,China (Mainland),Oil / Oil Products,,Unknown,--,,
Beaumont (ExxonMobil Corporation) - Amine 1 Ucarsol,Gas Processing / Treating Unit,Texas,Oil / Oil Products,ExxonMobil Corporation,Unknown,--,,Exxon Mobil Corp
TAIF-NK (TAIF-NK PSC) - Gas Condensate Processing (UPGK),Condensate Splitter,Volga Federal District,Oil / Oil Products,TAIF-NK PSC,Unknown,--,,TAIF JSC
Galveston Bay Refinery (GBR) (Marathon Petroleum Co) - HU 1 (Hydrogen),Hydrogen Plant,Texas,Oil / Oil Products,Marathon Petroleum Company LP,Unknown,--,,BP PLC
Erbil Refinery (KAR Group) - Naphtha Hydrotreater Unit I,Hydrotreater Unit,Iraq,Oil / Oil Products,KAR Group,Unknown,--,,Kar Group
Karachi (Pakistan Refinery Limited) - Effluent water Treatment Unit,Water Treatment Unit,Pakistan,Oil / Oil Products,Pak-Arab Refinery Ltd,Unknown,--,,State of Pakistan
Porvoo (Neste Corporation) - NEXBTL Unit 1,Unclassified Unit,Finland,Oil / Oil Products,Neste Oil Ltd,Unknown,--,,Neste Oyj
Three Rivers (Valero Refining Company) - Diesel Distillate Hydrotreater (ULSD),Hydrotreater Unit,Texas,Oil / Oil Products,Valero Refining Company,Unknown,--,,Valero Energy Corp
Smethport Waxes (International Group Incorporated) - Vacuum Distillation,Distillation Unit,Pennsylvania,Oil / Oil Products,International Group Incorporated,Unknown,--,,
Los Angeles Wilmington Refinery (Marathon Petroleum Co) - Boiler House,Unclassified Unit,California,Oil / Oil Products,Marathon Petroleum Co,Unknown,--,,Andeavor
Gibraltar Refinery (Cepsa) - Maleic Anhydride 2,Petrochemical Plant,Spain,Oil / Oil Products,Compania Espanola de Petroleos SAU,Unknown,--,,Cepsa
Bio Bio Refinery (ENAP Refinerias SA) - Vacuum 1,Distillation Unit,Chile,Oil / Oil Products,ENAP Refinerias SA,Unknown,--,,Empresa Nacional de Petroleo Concon Refinery
Bilbao Refinery (Petronor SA) - Gas Recovery Unit,Gas Processing / Treating Unit,Spain,Oil / Oil Products,Petronor S A,Unknown,--,,Repsol Petroleo SA
Corinth (Motor Oil Hellas) - Hydrofinishing,Lube Plant,Greece,Oil / Oil Products,Motor Oil Hellas,Unknown,--,,Motor Oil Hellas
Dongying Refinery (Dongying Yatong Petrochemical Company Limited) - Diesel Hydrotreater,Hydrotreater Unit,China (Mainland),Oil / Oil Products,Dongying Yatong Petrochemical Company Limited,Unknown,--,,Dongying Yatong Petrochemical Co Ltd
Lindsey (TotalEnergies SE) - Merox 86 (HCCS),Gas Processing / Treating Unit,United Kingdom,Oil / Oil Products,TotalEnergies SE,Unknown,--,,Total
Jinan Refinery (SINOPEC Jinan Company Limited) - CCR 2,Reformer Unit,China (Mainland),Oil / Oil Products,SINOPEC Jinan Company Limited,Unknown,--,,China Petroleum & Chemical Corporation
Negishi (ENEOS Corporation) - Residual Fluid Catalytic Cracking Unit 2 (2FCC),Catalytic Cracker Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
Prince George (Tidewater Midstream and Infrastructure) - SRU,Sulfur Plant,Canada,Oil / Oil Products,Husky Energy Inc,Unknown,--,,Husky Energy Inc
"Atmore Refining (Goodway Refining, L.L.C.) - Crude Unit",Distillation Unit,Alabama,Oil / Oil Products,"Goodway Refining, L.L.C.",Unknown,--,,"Goodway Refining, L.L.C."
Harburg (Nynas Petroleum AB) - Instrument Air,Unclassified Unit,Germany,Oil / Oil Products,Nynas Petroleum AB (Belgium Branch),Unknown,--,,
Shazand Arak Refinery (Imam Khomeini Oil Refinery Company of Shazand) - LPG Recovery Unit 1,Gas Processing / Treating Unit,Iran,Oil / Oil Products,Imam Khomeini Oil Refinery Company of Shazand,Unknown,--,,NIOC
Urumqi (PetroChina Urumqi Petrochemical Company Limited) - RFCC,Catalytic Cracker Unit,China (Mainland),Oil / Oil Products,PetroChina Urumqi Petrochemical Company Limited,Unknown,--,,PetroChina
Barauni (Indian Oil Corporation Ltd) - Hydrogen Generation Unit 1,Hydrogen Plant,India,Oil / Oil Products,Indian Oil Corporation Ltd,Unknown,--,,Indian Oil Corp
Refinaria de Mataripe (ex RLAM) (Petroleo Brasileiro SA Petrobras) - RLAM CT 01,Power Generator,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,--,,Petrobras
RU III - Plaju Refinery (PT Pertamina Persero) - High Vacuum Unit 1,Distillation Unit,Indonesia,Oil / Oil Products,PT Pertamina Persero,Unknown,--,,Pertamina (Persero) PT
Puertollano (Repsol Petroleo SA) - Vacuum 1 (612),Distillation Unit,Spain,Oil / Oil Products,Repsol Petroleo SA,Unknown,--,,Repsol
Bio Bio Refinery (ENAP Refinerias SA) - Hydrogen 1 (CHT),Hydrogen Plant,Chile,Oil / Oil Products,Enap Refinerias SA,Unknown,--,,Empresa Nacional de Petroleo Concon Refinery
Priolo Gargallo ISAB Refinery (South) (Lukoil PJSC) - Unit 1600 A Thermal Cracking,Thermal Cracker Unit,Italy,Oil / Oil Products,Lukoil PJSC,Unknown,--,,LUKOIL
Cangzhou Refinery (CNOOC Zhongjie Petrochemical Company Limited) - LPG Treatment,Gas Processing / Treating Unit,China (Mainland),Oil / Oil Products,CNOOC Zhongjie Petrochemical Company Limited,Unknown,--,,China National Offshore Oil Corp (CNOOC)
Beaumont (ExxonMobil Corporation) - PP3 GEN ETG ST,Power Generator,Texas,Oil / Oil Products,EXXON,Unknown,--,,Exxon Mobil Corp
Toledo (Toledo Refining Company LLC) - Naphtha Desulfurizer,Hydrotreater Unit,Ohio,Oil / Oil Products,Toledo Refining Company LLC,Unknown,--,,PBF Energy
Bayernoil Vohburg Refinery (Bayernoil Raffineriegesellschaft mbH) - Bitumen,Unclassified Unit,Germany,Oil / Oil Products,Bayernoil Vohburg,Unknown,--,,Bayernoil Raffineriegesellschaft mbH
Corpus Christi Refinery - West (CITGO Petroleum Corporation) - Boiler House,Unclassified Unit,Texas,Oil / Oil Products,CITGO Petroleum Corporation,Unknown,--,,CITGO Petroleum Corp
Preemraff Lysekil Refinery (Preem AB) - Claus 2 (260),Sulfur Plant,Sweden,Oil / Oil Products,Preem AB,Unknown,--,,Preem
Ferndale (Phillips 66) - Reformer 3,Reformer Unit,Washington,Oil / Oil Products,Phillips 66,Unknown,--,,Phillips 66
Hainan (Sinopec Hainan Refining & Chemical Company Limited) - RFCCU,Catalytic Cracker Unit,China (Mainland),Oil / Oil Products,Sinopec Hainan Refining & Chemical Company Limited,Unknown,--,,Sinopec Corp
Banias Refinery (Banias Refinery Company) - Diesel Hydrotreater Unit,Hydrotreater Unit,Syria,Oil / Oil Products,Banias Refinery Company,Unknown,--,,Spc
Kashima (Kashima Oil Company Limited) - Gasoline Hydrodesulfurization Unit 6,Hydrotreater Unit,Japan,Oil / Oil Products,Kashima Oil Company Limited,Unknown,--,,Eneos Corp
Atyrau (KazMunayGas) - Sulfur Recovery,Sulfur Plant,Kazakhstan,Oil / Oil Products,KazMunayGas,Unknown,--,,KazMunayGas
Ashdod (Paz Oil Company Ltd) - Fluid Catalytic Cracker Unit,Catalytic Cracker Unit,Israel,Oil / Oil Products,Paz Oil Company Ltd,Unknown,--,,Paz Oil Company Ltd
Mailiao (Formosa Petrochemical Corporation) - Diesel Hydrotreater Unit 2,Hydrotreater Unit,Taiwan,Oil / Oil Products,Formosa Petrochemical Corporation,Unknown,--,,Formosa Petrochemical Corp
Campo Duran (Refinor) - Topping (Crude),Distillation Unit,Argentina,Oil / Oil Products,Refinor,Unknown,--,,Repsol
Zibo Refinery (Shandong Jincheng Petrochemical Group Company Limited) - FCCU 2,Catalytic Cracker Unit,China (Mainland),Oil / Oil Products,Shandong Jincheng Petrochemical Group Co Ltd,Unknown,--,,
Billings (ExxonMobil Corporation) - FCCU,Catalytic Cracker Unit,Montana,Oil / Oil Products,ExxonMobil Corporation,Unknown,--,,Exxon Mobil Corp
Shikoku (Taiyo Oil Co Ltd) - Amine Wash Unit,Gas Processing / Treating Unit,Japan,Oil / Oil Products,Taiyo Oil Co Ltd,Unknown,--,,Taiyo Oil Co
Lake Charles (CITGO Petroleum Corp) - Reformer Feed HT C,Hydrotreater Unit,Louisiana,Oil / Oil Products,CITGO Petroleum Corp,Unknown,--,,CITGO Petroleum Corporation
Camilo Cienfuegos (CUPET) - Gas Fractionator,Gas Processing / Treating Unit,Cuba,Oil / Oil Products,CUPET,Unknown,--,,Union Cuba-Petroleo
Mildred Lake Oil Sands Upgrader & Refinery (Syncrude Canada Ltd) - Aromatics Saturation,Gasoline Additive Unit,Canada,Oil / Oil Products,Syncrude Canada Ltd,Unknown,--,,
Ulsan (SK Energy Company Limited) - Lube Oil Dewaxing 2,Lube Plant,South Korea,Oil / Oil Products,SK Energy Company Limited,Unknown,--,,SK Networks Resources Australia Pty Ltd
Oita (ENEOS Corporation) - Hydrocracking Unit,Hydrocracker Unit,Japan,Oil / Oil Products,JXTG Nippon Oil & Energy Corp,Unknown,--,,JXTG Nippon Oil & Energy Corp
Big Spring (Delek US Holdings) - FCCU Gasoline Desulfurizer (GDU),Hydrotreater Unit,Texas,Oil / Oil Products,Delek US Holdings,Unknown,--,,Delek
Wuhan (Sinopec Wuhan Company Limited) - LPG Treater,Gas Processing / Treating Unit,China (Mainland),Oil / Oil Products,Sinopec Wuhan Company Limited,Unknown,--,,Sinopec Corp
Refineria Ingeniero Antonio M Amor (Salamanca) (Pemex Transformacion Industrial) - HDS #3 (Reformer Feed Hydrotreater),Hydrotreater Unit,Mexico,Oil / Oil Products,Pemex Transformacion Industrial,Unknown,--,,Pemex
Antwerpen (TotalEnergies SE) - Diesel Blending,Unclassified Unit,Belgium,Oil / Oil Products,Total SA,Unknown,--,,Total SA
BP Rotterdam (BP Raffinaderij Rotterdam BV) - Hydrodesulfurizer #2 (Kerosene/Jet),Hydrotreater Unit,Netherlands,Oil / Oil Products,BP Raffinaderij Rotterdam BV,Unknown,--,,BP PLC
Refinaria Alberto Pasqualini (REFAP) (Petroleo Brasileiro SA Petrobras) - Propylene (Fed by RCCU & FCCU),Petrochemical Plant,Brazil,Oil / Oil Products,Petroleo Brasileiro SA Petrobras,Unknown,--,,Petrobras
Lemont (CITGO Petroleum Corp) - SRU Train D 121,Sulfur Plant,Illinois,Oil / Oil Products,CITGO Petroleum Corp,Unknown,--,,CITGO Petroleum Corp
Saras Refinery (Saras Raffinerie Sarde SpA) - Vacuum V2,Distillation Unit,Italy,Oil / Oil Products,Saras Raffinerie Sarde SpA,Unknown,--,,Saras SpA
Petrotel-Lukoil Refinery (Lukoil PJSC) - Light Gasoline Stabilizer,Unclassified Unit,Romania,Oil / Oil Products,NK Lukoil PAO,Unknown,--,,LUKOIL Oil Company
Jamnagar Refinery Special Economic Zone (Reliance Industries Limited) - Sulfur Recovery Unit 1,Sulfur Plant,India,Oil / Oil Products,Reliance Industries Ltd,Unknown,--,,Reliance Industries Ltd
Incheon (SK Incheon Petrochem Co Ltd) - BFU (B-T Fractionation Unit) 1,Gasoline Additive Unit,South Korea,Oil / Oil Products,SK Incheon Petrochem Co Ltd,Unknown,--,,SK Networks Resources Australia Pty Ltd
Bayway Refinery (Phillips 66) - ABW (SF Alky),Alkylate Plant,New Jersey,Oil / Oil Products,Phillips 66,Unknown,--,,Phillips 66
Petromidia Refinery (Rompetrol Rafinare SA) - Air Liquefaction,Unclassified Unit,Romania,Oil / Oil Products,Oilfield Exploration Business Solutions SA,Unknown,--,,Oilfield Exploration Business Solutions SA
Newcastle (Wyoming Refining) - Naphtha Hydrotreater Unit,Hydrotreater Unit,Wyoming,Oil / Oil Products,Wyoming Refining,Unknown,--,,Wyoming Refining
Warren Refinery (United Refining Company) - Crude (Sour),Distillation Unit,Pennsylvania,Oil / Oil Products,United Refining Company,Unknown,--,,United Refining Co
La Teja Refinery (Administracion Nacional de Combustibles Alcohol y Portland) - Isomerization,Isomerate Plant,Uruguay,Oil / Oil Products,Administracion Nacional de Combustibles Alcohol y Portland,Unknown,--,,ANCAP
McPherson (CENEX HARVEST STATES) - Amine,Gas Processing / Treating Unit,Kansas,Oil / Oil Products,CENEX HARVEST STATES,Unknown,--,,NCRA
Shreveport (Calumet Specialty Products Partners LP) - Lube Oil Hydrotreater (LOHT),Hydrotreater Unit,Louisiana,Oil / Oil Products,Calumet Specialty Products Partners LP,Unknown,--,,Calumet Oil
Ichikawa Refinery (Sankyo Yuka Kogyo K.K) - Lubricant Blend Unit 3,Unclassified Unit,Japan,Oil / Oil Products,Sankyo Yuka Kogyo K.K,Unknown,--,,ENEOS Holdings Inc
Cardon Refinery (Petroleos de Venezuela SA) - Crude 2,Distillation Unit,Venezuela,Oil / Oil Products,Petroleos de Venezuela SA,Unknown,--,,PDVSA
Yeosu (GS CALTEX OIL CORP) - LPG Merox Unit 2,Gas Processing / Treating Unit,South Korea,Oil / Oil Products,GS CALTEX OIL CORP,Unknown,--,,GS Caltex
Port Arthur (Motiva Enterprises LLC) - PDU 1 (Propane Deasphalter),Lube Plant,Texas,Oil / Oil Products,Motiva Enterprises LLC,Unknown,--,,Saudi Aramco
Donges (Total Refining & Chemicals Saudi Arabia Sas) - DSV (Vacuum),Distillation Unit,,Oil / Oil Products,Total Refining & Chemicals Saudi Arabia Sas,Unknown,--,,Total
El Dorado (Delek US Holdings Inc) - Gas Concentration,Gas Processing / Treating Unit,Arkansas,Oil / Oil Products,Delek Logistics Partners LP,Unknown,--,,Lion Oil Co
Sarnia (Imperial Oil Limited) - Tank Farm,Tank Farm,Canada,Oil / Oil Products,Imperial Oil Ltd,Unknown,--,,Imperial Oil Ltd
Livorno (Eni Spa) - Deisopentanizer,Unclassified Unit,Italy,Oil / Oil Products,Eni SpA,Unknown,--,,Eni SpA
Yaroslavl Refinery (JSC Slavneft-YANOS) (Slavneftekhim IP ZAO) - Diesel Hydrotreater (LCH-24/7) (Stream-1),Hydrotreater Unit,Central Federal District,Oil / Oil Products,Slavneftekhim IP ZAO,Unknown,--,,NK Rosneft' PAO
Lake Charles (CITGO Petroleum Corp) - New Vacuum,Distillation Unit,Louisiana,Oil / Oil Products,CITGO Petroleum Corp,Unknown,--,,CITGO Petroleum Corporation
Ulsan (SK Energy Company Limited) - S/B Merox Unit 1,Gas Processing / Treating Unit,South Korea,Oil / Oil Products,SK Energy Company Limited,Unknown,--,,SK Networks Resources Australia Pty Ltd
Petromidia Refinery (Rompetrol Rafinare SA) - Inline Blending,Unclassified Unit,Romania,Oil / Oil Products,Oilfield Exploration Business Solutions SA,Unknown,--,,Oilfield Exploration Business Solutions SA
